Model,Serial Number,Material,Vendor Material Number,Material Description, Unit,Qty,Task List Group Key,Maintenance Plan Description,Maintenance Item,Maintenance Item Description,Func Loc,T1,T2,Desc w/o ID & Task,Serial Prefix,Spx Xref Key,FuncLoc Key,PN Key,Final CC,Final MC,AMT Key
24M,B9K00560,,,,,,137485,12H422 C/O Ripper Lift Cylinder RH,50430893,12H422 C/O Ripper Lift Cylinder RH,MYHD .CYLI.RILR,12H422,C/O,Ripper Lift Cylinder RH,B9K0,B9K0Ripper Lift Cylinder RH,B9K0MYHD .CYLI.RILR,B9K0Ripper Lift Cylinder RH,5352 - RIPPER LIFT CYLINDER,RI - RIGHT,5352RI
24M,B9K00603,,,,,,137485,12R421 C/O Ripper Lift Cylinder LH,50392505,12R421 C/O Ripper Lift Cylinder LH,MYHD .CYLI.RILL,12R421,C/O,Ripper Lift Cylinder LH,B9K0,B9K0Ripper Lift Cylinder LH,B9K0MYHD .CYLI.RILL,B9K0Ripper Lift Cylinder LH,5352 - RIPPER LIFT CYLINDER,LT - LEFT,5352LT
24M,B9K00462,,,,,,137467,12R408 C/O Centreshift Cylinder,50355573,12R408 C/O Centreshift Cylinder,MYHD .CYLI.CENT,12R408,C/O,Centreshift Cylinder,B9K0,B9K0Centreshift Cylinder,B9K0MYHD .CYLI.CENT,B9K0Centreshift Cylinder,5223 - CENTERSHIFT CYLINDER,00 - (NONE),522300
408T,9312,20633203,2088786X,WHEEL;CAT;2088786X,EA,1,157414,11H1019 C/O Rear Wheel Group LH,50522009,11H1019 C/O Rear Wheel Group LH,,11H1019,C/O,Rear Wheel Group LH,9312,9312Rear Wheel Group LH,9312NO MATCH,93122088786XRear Wheel Group LH,"4008 - FINAL DRIVE, BRAKE & WHEEL",LR - LEFT REAR,4008LR
408T,9312,20633203,2088786X,WHEEL;CAT;2088786X,EA,1,157420,11H1019 C/O Rear Wheel Group RH,50522010,11H1019 C/O Rear Wheel Group RH,,11H1019,C/O,Rear Wheel Group RH,9312,9312Rear Wheel Group RH,9312NO MATCH,93122088786XRear Wheel Group RH,"4008 - FINAL DRIVE, BRAKE & WHEEL",RR - RIGHT REAR,4008RR
773E,BDA01025,,,,,,5052259,06H209 C/O Differential,50113666,06H209 C/O Differential,FDRV .AXAR.DIFF,06H209,C/O,Differential,BDA0,BDA0Differential,BDA0FDRV .AXAR.DIFF,BDA0Differential,3258 - DIFFERENTIAL,00 - (NONE),325800
773E,BDA01187,20706989,1376821F,"END,WHEEL;CAT;137682",EA,1,5052253,06H210 C/O Final Drive LH,50280697,06H210 C/O Final Drive LH,FDRV .AXAR.FDLH,06H210,C/O,Final Drive LH,BDA0,BDA0Final Drive LH,BDA0FDRV .AXAR.FDLH,BDA01376821FFinal Drive LH,"4008 - FINAL DRIVE, BRAKE & WHEEL",LR - LEFT REAR,4008LR
773E,BDA01187,20706989,1376821F,"END,WHEEL;CAT;137682",EA,1,5052253,06H210 C/O Final Drive RH,50280698,06H210 C/O Final Drive RH,FDRV .AXAR.FDRH,06H210,C/O,Final Drive RH,BDA0,BDA0Final Drive RH,BDA0FDRV .AXAR.FDRH,BDA01376821FFinal Drive RH,"4008 - FINAL DRIVE, BRAKE & WHEEL",RR - RIGHT REAR,4008RR
773E,BDA01025,40507833,9T9075X,"SUPPLY SX CYLINDER,F",EA,1,5052268,06H209 C/O Suspension LHF,50113683,06H209 C/O Suspension LHF,STRU .SUGR.SG01,06H209,C/O,Suspension LHF,BDA0,BDA0Suspension LHF,BDA0STRU .SUGR.SG01,BDA09T9075XSuspension LHF,7201 - SUSPENSION CYLINDER,LF - LEFT FRONT,7201LF
773E,BDA01025,40507833,9T9075X,"SUPPLY SX CYLINDER,F",EA,1,5052268,06H209 C/O Suspension RHF,50113684,06H209 C/O Suspension RHF,STRU .SUGR.SG02,06H209,C/O,Suspension RHF,BDA0,BDA0Suspension RHF,BDA0STRU .SUGR.SG02,BDA09T9075XSuspension RHF,7201 - SUSPENSION CYLINDER,RF - RIGHT FRONT,7201RF
773E,BDA01025,20254040,20R8571,"CYLINDER,SUSPENSION;",EA,1,5052269,06H209 C/O Suspension LHR O/C,50113685,06H209 C/O Suspension LHR,STRU .SUGR.SG03,06H209,C/O,Suspension LHR,BDA0,BDA0Suspension LHR,BDA0STRU .SUGR.SG03,BDA020R8571Suspension LHR,7213 - REAR SUSPENSION CYLINDER,LR - LEFT REAR,7213LR
777D,AGC01838,,,,,,252982,06H107 Engine,51195325,06H107 C/O Engine,ENGD,06H107,C/O,Engine,AGC0,AGC0Engine,AGC0ENGD,AGC0Engine,1000 - ENGINE,00 - (NONE),100000
777D,AGC01838,40628698,10R1885,TURBOCHARGER;BASIC;C,EA,1,252986,06H107 Engine,51195319,06H107 C/O Turbocharger LH,ENGD .TURB.TURL,06H107,C/O,Turbocharger LH,AGC0,AGC0Turbocharger LH,AGC0ENGD .TURB.TURL,AGC010R1885Turbocharger LH,1052 - TURBOCHARGER,LT - LEFT,1052LT
777D,AGC01838,40628698,10R1885,TURBOCHARGER;BASIC;C,EA,1,252986,06H107 Engine,51195320,06H107 C/O Turbocharger RH,ENGD .TURB.TURR,06H107,C/O,Turbocharger RH,AGC0,AGC0Turbocharger RH,AGC0ENGD .TURB.TURR,AGC010R1885Turbocharger RH,1052 - TURBOCHARGER,RI - RIGHT,1052RI
777D,AGC01838,40090957,20R0849,"INJECTOR,FUEL;RM;CAT",EA,8,252985,06H107 Engine,51195317,06H107 C/O Fuel Injectors,,06H107,C/O,Fuel Injectors,AGC0,AGC0Fuel Injectors,AGC0NO MATCH,AGC020R0849Fuel Injectors,1251 - FUEL INJECTION PUMP,00 - (NONE),125100
777D,AGC01838,40120734,10R1670,"PUMP,WTR;CAT;10R1670",EA,1,252987,06H107 Engine,51195322,06H107 C/O Water Pump Main,ENGD .WAPU.WAPM,06H107,C/O,Water Pump Main,AGC0,AGC0Water Pump Main,AGC0ENGD .WAPU.WAPM,AGC010R1670Water Pump Main,1361 - WATER PUMP,00 - (NONE),136100
777D,AGC02337,,,,,,5052023,06H110 C/O Transmission,50061058,06H110 C/O Transmission,TRAN .TRAN,06H110,C/O,Transmission,AGC0,AGC0Transmission,AGC0TRAN .TRAN,AGC0Transmission,3030 - TRANSMISSION,00 - (NONE),303000
777D,AGC01838,,,,,,5052027,06H107 C/O Main Pump Drive Trans,50340929,06H107 C/O Main Pump Drive Trans,TRAN .MPDT,06H107,C/O,Main Pump Drive Trans,AGC0,AGC0Main Pump Drive Trans,AGC0TRAN .MPDT,AGC0Main Pump Drive Trans,3108 - PUMP DRIVE GRP,00 - (NONE),310800
777D,AGC02337,,,,,,5052026,06H110 C/O Differential,50053624,06H110 C/O Differential,FDRV .AXAR.DIFF,06H110,C/O,Differential,AGC0,AGC0Differential,AGC0FDRV .AXAR.DIFF,AGC0Differential,3258 - DIFFERENTIAL,00 - (NONE),325800
777D,AGC01991,20177233,6G7877F,SPINDLE ASSEMBLY;SX;,EA,1,5052063,06H216 C/O Hub & Spindle LH,50341817,06H216 C/O Hub & Spindle LH,FDRV .AXAF.HASL,06H216,C/O,Hub & Spindle LH,AGC0,AGC0Hub & Spindle LH,AGC0FDRV .AXAF.HASL,AGC06G7877FHub & Spindle LH,4006 - WHEEL & BRAKE ASSEMBLY,LF - LEFT FRONT,4006LF
777D,AGC01991,20177233,6G7877F,SPINDLE ASSEMBLY;SX;,EA,1,5052063,06H216 C/O Hub & Spindle RH,50341818,06H216 C/O Hub & Spindle RH,FDRV .AXAF.HASR,06H216,C/O,Hub & Spindle RH,AGC0,AGC0Hub & Spindle RH,AGC0FDRV .AXAF.HASR,AGC06G7877FHub & Spindle RH,4006 - WHEEL & BRAKE ASSEMBLY,RF - RIGHT FRONT,4006RF
777D,AGC02319,,,,,,5052065,06H122 C/O Strg Cyl & Tie Rod End LH,50048462,06H122 C/O Steering Cylinder LH,STRG .CYLI.SCLH,06H122,C/O,Steering Cylinder LH,AGC0,AGC0Steering Cylinder LH,AGC0STRG .CYLI.SCLH,AGC0Steering Cylinder LH,4303 - STEERING CYLINDER,LT - LEFT,4303LT
777D,AGC02319,,,,,,5052065,06H122 C/O Strg Cyl & Tie Rod End RH,50048465,06H122 C/O Steering Cylinder RH,STRG .CYLI.SCRH,06H122,C/O,Steering Cylinder RH,AGC0,AGC0Steering Cylinder RH,AGC0STRG .CYLI.SCRH,AGC0Steering Cylinder RH,4303 - STEERING CYLINDER,RI - RIGHT,4303RI
777D,AGC01838,,,,,,5052060,06H107 C/O Suspension LHF,50100638,06H107 C/O Suspension LHF,STRU .SUGR.SULF,06H107,C/O,Suspension LHF,AGC0,AGC0Suspension LHF,AGC0STRU .SUGR.SULF,AGC0Suspension LHF,7201 - SUSPENSION CYLINDER,LF - LEFT FRONT,7201LF
777D,AGC01838,,,,,,5052060,06H107 C/O Suspension RHF,50100811,06H107 C/O Suspension RHF,STRU .SUGR.SURF,06H107,C/O,Suspension RHF,AGC0,AGC0Suspension RHF,AGC0STRU .SUGR.SURF,AGC0Suspension RHF,7201 - SUSPENSION CYLINDER,RF - RIGHT FRONT,7201RF
777D,AGC02319,,,,,,5052061,06H122 C/O Susp & Lat Control Rod RHR,50092646,06H122 C/O Suspension RHR,STRU .SUGR.SURR,06H122,C/O,Suspension RHR,AGC0,AGC0Suspension RHR,AGC0STRU .SUGR.SURR,AGC0Suspension RHR,7213 - REAR SUSPENSION CYLINDER,RR - RIGHT REAR,7213RR
777D,AGC02337,,,,,,5052061,06H110 C/O Suspension LHR,50095832,06H110 C/O Suspension LHR,STRU .SUGR.SULR,06H110,C/O,Suspension LHR,AGC0,AGC0Suspension LHR,AGC0STRU .SUGR.SULR,AGC0Suspension LHR,7213 - REAR SUSPENSION CYLINDER,LR - LEFT REAR,7213LR
777F,JRP00353,20395621,3538645X,ENGINE;SX;CAT;353-86,EA,1,5052200,06D11 Engine,50287373,06D11 C/O Engine,ENGD,06D11,C/O,Engine,JRP0,JRP0Engine,JRP0ENGD,JRP03538645XEngine,1000 - ENGINE,00 - (NONE),100000
777F,JRP01086,20275669,10R9819,ENGINE;RM;CAT;10R-98,AY,1,5052200,06R44 Engine,50287427,06R44 C/O Engine,ENGD,06R44,C/O,Engine,JRP0,JRP0Engine,JRP0ENGD,JRP010R9819Engine,1000 - ENGINE,00 - (NONE),100000
777F,JXP00197,20275669,10R9819,ENGINE;RM;CAT;10R-98,AY,1,137889,06R527 Engine,50343612,06R527 C/O Engine,ENGD,06R527,C/O,Engine,JXP0,JXP0Engine,JXP0ENGD,JXP010R9819Engine,1000 - ENGINE,00 - (NONE),100000
777F,JRP00353,20395623,20R0974,TURBOCHARGER;RM;CAT;,EA,1,5052204,06D11 Engine,50287374,06D11 C/O Turbocharger LH,ENGD .TURB.TC01,06D11,C/O,Turbocharger LH,JRP0,JRP0Turbocharger LH,JRP0ENGD .TURB.TC01,JRP020R0974Turbocharger LH,1052 - TURBOCHARGER,LT - LEFT,1052LT
777F,JRP00353,20395622,20R0973,TURBOCHARGER;RM;CAT;,EA,1,129304,06D11 Engine,50287375,06D11 C/O Turbocharger RH,ENGD .TURB.TC02,06D11,C/O,Turbocharger RH,JRP0,JRP0Turbocharger RH,JRP0ENGD .TURB.TC02,JRP020R0973Turbocharger RH,1052 - TURBOCHARGER,RI - RIGHT,1052RI
777F,JXP00207,20395623,20R0974,TURBOCHARGER;RM;CAT;,EA,1,137766,06D55 Engine,50362608,06D55 C/O Turbocharger LH,ENGD .TURB.TC01,06D55,C/O,Turbocharger LH,JXP0,JXP0Turbocharger LH,JXP0ENGD .TURB.TC01,JXP020R0974Turbocharger LH,1052 - TURBOCHARGER,LT - LEFT,1052LT
777F,JXP00207,20395622,20R0973,TURBOCHARGER;RM;CAT;,EA,1,137818,06D55 Engine,50362609,06D55 C/O Turbocharger RH,ENGD .TURB.TC02,06D55,C/O,Turbocharger RH,JXP0,JXP0Turbocharger RH,JXP0ENGD .TURB.TC02,JXP020R0973Turbocharger RH,1052 - TURBOCHARGER,RI - RIGHT,1052RI
777F,JRP00353,21124607,6470750,INJECTOR FUEL;CAT;64,EA,12,196965,06D11 Engine,51195542,06D11 C/O Fuel Injectors,ENGD .FUEL.INJE,06D11,C/O,Fuel Injectors,JRP0,JRP0Fuel Injectors,JRP0ENGD .FUEL.INJE,JRP06470750Fuel Injectors,1251 - FUEL INJECTION PUMP,00 - (NONE),125100
777F,JXP00207,21124607,6470750,INJECTOR FUEL;CAT;64,EA,12,137825,06D55 Engine,51195583,06D55 C/O Fuel Injectors,ENGD .FUEL.INJE,06D55,C/O,Fuel Injectors,JXP0,JXP0Fuel Injectors,JXP0ENGD .FUEL.INJE,JXP06470750Fuel Injectors,1251 - FUEL INJECTION PUMP,00 - (NONE),125100
777F,JRP00353,20275672,2423290F,RADIATOR;SX;CAT;242-,AY,1,5052201,06D11 C/O Engine Radiator,50100723,06D11 C/O Engine Radiator,ENGD .ENCS.RADI,06D11,C/O,Engine Radiator,JRP0,JRP0Engine Radiator,JRP0ENGD .ENCS.RADI,JRP02423290FEngine Radiator,1353 - RADIATOR,00 - (NONE),135300
777F,JXP00197,20275672,2423290F,RADIATOR;SX;CAT;242-,AY,1,137892,06R527 C/O Engine Radiator,50343645,06R527 C/O Engine Radiator,ENGD .ENCS.RADI,06R527,C/O,Engine Radiator,JXP0,JXP0Engine Radiator,JXP0ENGD .ENCS.RADI,JXP02423290FEngine Radiator,1353 - RADIATOR,00 - (NONE),135300
777F,JRP00353,20086307,10R6400,"PUMP,WATER;RM;CAT;10",EA,1,253028,06D11 Engine,51195552,06D11 C/O Water Pump,ENGD .WAPU.WP01,06D11,C/O,Water Pump,JRP0,JRP0Water Pump,JRP0ENGD .WAPU.WP01,JRP010R6400Water Pump,1361 - WATER PUMP,00 - (NONE),136100
777F,JRP00353,40724877,2462647X,TRANSMISSION;SX;CAT;,EA,1,5052194,06D11 C/O Transmission,50691227,06D11 C/O Transmission,TRAN .TRAN,06D11,C/O,Transmission,JRP0,JRP0Transmission,JRP0TRAN .TRAN,JRP02462647XTransmission,3030 - TRANSMISSION,00 - (NONE),303000
777F,JXP00197,40724877,2462647X,TRANSMISSION;SX;CAT;,EA,1,138068,06R527 C/O Transmission,50343667,06R527 C/O Transmission,TRAN .TRAN,06R527,C/O,Transmission,JXP0,JXP0Transmission,JXP0TRAN .TRAN,JXP02462647XTransmission,3030 - TRANSMISSION,00 - (NONE),303000
777F,JRP00353,20088980,10R6196,PUMP;GEAR;RM;CAT;10R,EA,1,5052218,06D11 C/O Transmission Pump,50691229,06D11 C/O Transmission Pump,TRAN .PUMP.DP01,06D11,C/O,Transmission Pump,JRP0,JRP0Transmission Pump,JRP0TRAN .PUMP.DP01,JRP010R6196Transmission Pump,3066 - TRANSMISSION OIL PUMP,00 - (NONE),306600
777F,JXP00197,20088980,10R6196,"PUMP,GEAR;RM;CAT;10R",EA,1,138025,06R527 C/O Transmission Pump,50343668,06R527 C/O Transmission Pump,TRAN .PUMP.DP01,06R527,C/O,Transmission Pump,JXP0,JXP0Transmission Pump,JXP0TRAN .PUMP.DP01,JXP010R6196Transmission Pump,3066 - TRANSMISSION OIL PUMP,00 - (NONE),306600
777F,JRP00353,20281328,2495539X,CONVERTER;TORQUE;SX;,EA,1,5052195,06D11 C/O Torque Converter,50691225,06D11 C/O Torque Converter,TRAN .TOCO,06D11,C/O,Torque Converter,JRP0,JRP0Torque Converter,JRP0TRAN .TOCO,JRP02495539XTorque Converter,3101 - TORQUE CONVERTER,00 - (NONE),310100
777F,JXP00197,20281328,2495539X,"CONVERTER,TORQUE;SX;",EA,1,138063,06R527 C/O Torque Converter,50343666,06R527 C/O Torque Converter,TRAN .TOCO,06R527,C/O,Torque Converter,JXP0,JXP0Torque Converter,JXP0TRAN .TOCO,JXP02495539XTorque Converter,3101 - TORQUE CONVERTER,00 - (NONE),310100
777F,JRP00353,20088979,10R6195,PUMP;GEAR;RM;CAT;10R,EA,1,5052216,06D11 C/O Torque Converter Pumps,50691226,06D11 C/O Torque Converter Pumps,TRAN .PUMP.DP03,06D11,C/O,Torque Converter Pumps,JRP0,JRP0Torque Converter Pumps,JRP0TRAN .PUMP.DP03,JRP010R6195Torque Converter Pumps,3138 - TORQUE CONVERTER & PARKING BRAKE RELEASE PUMP,00 - (NONE),313800
777F,JXP00226,20088979,10R6195,"PUMP,GEAR;RM;CAT;10R",EA,1,138028,06D56 C/O Torque Converter Pumps,50493501,06D56 C/O Torque Converter Pumps,,06D56,C/O,Torque Converter Pumps,JXP0,JXP0Torque Converter Pumps,JXP0NO MATCH,JXP010R6195Torque Converter Pumps,3138 - TORQUE CONVERTER & PARKING BRAKE RELEASE PUMP,00 - (NONE),313800
777F,JRP00353,20496987,3451983X,DIFFERENTIAL;SX;CAT;,EA,1,5052197,06D11 C/O Differential,50691224,06D11 C/O Differential,FDRV .AXAR.DIFF,06D11,C/O,Differential,JRP0,JRP0Differential,JRP0FDRV .AXAR.DIFF,JRP03451983XDifferential,3258 - DIFFERENTIAL,00 - (NONE),325800
777F,JXP00197,20496987,3451983X,DIFFERENTIAL;SX;CAT;,EA,1,137940,06R527 C/O Differential,50343643,06R527 C/O Differential,FDRV .AXAR.DIFF,06R527,C/O,Differential,JXP0,JXP0Differential,JXP0FDRV .AXAR.DIFF,JXP03451983XDifferential,3258 - DIFFERENTIAL,00 - (NONE),325800
777F,JRP00353,20350651,2612356XL,WHEEL GRP;FRONT L/H;,AY,1,5052236,06D11 C/O Hub & Spindle LH,50691230,06D11 C/O Hub & Spindle LH,FDRV .AXAF.HASL,06D11,C/O,Hub & Spindle LH,JRP0,JRP0Hub & Spindle LH,JRP0FDRV .AXAF.HASL,JRP02612356XLHub & Spindle LH,4006 - WHEEL & BRAKE ASSEMBLY,LF - LEFT FRONT,4006LF
777F,JRP00353,20350652,2612356XR,WHEEL GRP;FRONT R/H;,AY,1,152375,06D11 C/O Hub & Spindle RH,50691231,06D11 C/O Hub & Spindle RH,FDRV .AXAF.HASR,06D11,C/O,Hub & Spindle RH,JRP0,JRP0Hub & Spindle RH,JRP0FDRV .AXAF.HASR,JRP02612356XRHub & Spindle RH,4006 - WHEEL & BRAKE ASSEMBLY,RF - RIGHT FRONT,4006RF
777F,JXP00197,20350651,2612356XL,WHEEL GRP;FRONT L/H;,AY,1,137954,06R527 C/O Hub & Spindle LH,50343651,06R527 C/O Hub & Spindle LH,FDRV .AXAF.HASL,06R527,C/O,Hub & Spindle LH,JXP0,JXP0Hub & Spindle LH,JXP0FDRV .AXAF.HASL,JXP02612356XLHub & Spindle LH,4006 - WHEEL & BRAKE ASSEMBLY,LF - LEFT FRONT,4006LF
777F,JXP00197,20350652,2612356XR,WHEEL GRP;FRONT R/H;,AY,1,159690,06R527 C/O Hub & Spindle RH,50343652,06R527 C/O Hub & Spindle RH,FDRV .AXAF.HASR,06R527,C/O,Hub & Spindle RH,JXP0,JXP0Hub & Spindle RH,JXP0FDRV .AXAF.HASR,JXP02612356XRHub & Spindle RH,4006 - WHEEL & BRAKE ASSEMBLY,RF - RIGHT FRONT,4006RF
777F,JRP00353,40724847,2435544X,FINAL DRIVE ASSY;SX;,EA,1,5052191,06D11 C/O Final Drive LH,50691221,06D11 C/O Final Drive LH,FDRV .AXAR.FDLH,06D11,C/O,Final Drive LH,JRP0,JRP0Final Drive LH,JRP0FDRV .AXAR.FDLH,JRP02435544XFinal Drive LH,"4008 - FINAL DRIVE, BRAKE & WHEEL",LR - LEFT REAR,4008LR
777F,JRP00353,40724847,2435544X,FINAL DRIVE ASSY;SX;,EA,1,5052191,06D11 C/O Final Drive RH,50691222,06D11 C/O Final Drive RH,FDRV .AXAR.FDRH,06D11,C/O,Final Drive RH,JRP0,JRP0Final Drive RH,JRP0FDRV .AXAR.FDRH,JRP02435544XFinal Drive RH,"4008 - FINAL DRIVE, BRAKE & WHEEL",RR - RIGHT REAR,4008RR
777F,JXP00197,40724847,2435544X,FINAL DRIVE ASSY;SX;,EA,1,137957,06R527 C/O Final Drive LH,50343646,06R527 C/O Final Drive LH,FDRV .AXAR.FDLH,06R527,C/O,Final Drive LH,JXP0,JXP0Final Drive LH,JXP0FDRV .AXAR.FDLH,JXP02435544XFinal Drive LH,"4008 - FINAL DRIVE, BRAKE & WHEEL",LR - LEFT REAR,4008LR
777F,JXP00197,40724847,2435544X,FINAL DRIVE ASSY;SX;,EA,1,137957,06D55 C/O Final Drive RH,50364250,06D55 C/O Final Drive RH,FDRV .AXAR.FDRH,06D55,C/O,Final Drive RH,JXP0,JXP0Final Drive RH,JXP0FDRV .AXAR.FDRH,JXP02435544XFinal Drive RH,"4008 - FINAL DRIVE, BRAKE & WHEEL",RR - RIGHT REAR,4008RR
777F,JRP01319,,,,,,5052238,06H55 C/O Strg Cyl & Tie Rod End LH,50231128,06H55 C/O Steering Cylinder LH,STRG .CYLI.SC01,06H55,C/O,Steering Cylinder LH,JRP0,JRP0Steering Cylinder LH,JRP0STRG .CYLI.SC01,JRP0Steering Cylinder LH,4303 - STEERING CYLINDER,LT - LEFT,4303LT
777F,JRP01319,,,,,,5052238,06H55 C/O Strg Cyl & Tie Rod End RH,50231130,06H55 C/O Steering Cylinder RH,STRG .CYLI.SC02,06H55,C/O,Steering Cylinder RH,JRP0,JRP0Steering Cylinder RH,JRP0STRG .CYLI.SC02,JRP0Steering Cylinder RH,4303 - STEERING CYLINDER,RI - RIGHT,4303RI
777F,JXP00190,,,,,,138005,06H59 C/O Strg Cyl & Tie Rod End LH,50335086,06H59 C/O Steering Cylinder LH,STRG .CYLI.SC01,06H59,C/O,Steering Cylinder LH,JXP0,JXP0Steering Cylinder LH,JXP0STRG .CYLI.SC01,JXP0Steering Cylinder LH,4303 - STEERING CYLINDER,LT - LEFT,4303LT
777F,JXP00190,,,,,,138005,06H59 C/O Strg Cyl & Tie Rod End RH,50335089,06H59 C/O Steering Cylinder RH,STRG .CYLI.SC02,06H59,C/O,Steering Cylinder RH,JXP0,JXP0Steering Cylinder RH,JXP0STRG .CYLI.SC02,JXP0Steering Cylinder RH,4303 - STEERING CYLINDER,RI - RIGHT,4303RI
777F,JRP00353,20556041,20R3304,PUMP;RM;CAT;20R3304,EA,1,5052219,06D11 C/O Primary Steering Pump,50296460,06D11 C/O Primary Steering Pump,STRG .PUMP.SP01,06D11,C/O,Primary Steering Pump,JRP0,JRP0Primary Steering Pump,JRP0STRG .PUMP.SP01,JRP020R3304Primary Steering Pump,4306 - STEERING PUMP,00 - (NONE),430600
777F,JXP00190,20556041,20R3304,PUMP;RM;CAT;20R3304,EA,1,138007,06H59 C/O Primary Steering Pump,50335083,06H59 C/O Primary Steering Pump,STRG .PUMP.SP01,06H59,C/O,Primary Steering Pump,JXP0,JXP0Primary Steering Pump,JXP0STRG .PUMP.SP01,JXP020R3304Primary Steering Pump,4306 - STEERING PUMP,00 - (NONE),430600
777F,JRP00353,,,,,,5052233,06D11 C/O Suspension RHF,50296462,06D11 C/O Suspension RHF,STRU .SUGR.SG02,06D11,C/O,Suspension RHF,JRP0,JRP0Suspension RHF,JRP0STRU .SUGR.SG02,JRP0Suspension RHF,7201 - SUSPENSION CYLINDER,RF - RIGHT FRONT,7201RF
777F,JRP00614,,,,,,5052233,06D18 C/O Suspension LHF,50101356,06D18 C/O Suspension LHF,STRU .SUGR.SG01,06D18,C/O,Suspension LHF,JRP0,JRP0Suspension LHF,JRP0STRU .SUGR.SG01,JRP0Suspension LHF,7201 - SUSPENSION CYLINDER,LF - LEFT FRONT,7201LF
777F,JXP00207,,,,,,138014,06D55 C/O Suspension LHF,50364282,06D55 C/O Suspension LHF,STRU .SUGR.SG01,06D55,C/O,Suspension LHF,JXP0,JXP0Suspension LHF,JXP0STRU .SUGR.SG01,JXP0Suspension LHF,7201 - SUSPENSION CYLINDER,LF - LEFT FRONT,7201LF
777F,JXP00207,,,,,,138014,06D55 C/O Suspension RHF,50364284,06D55 C/O Suspension RHF,STRU .SUGR.SG02,06D55,C/O,Suspension RHF,JXP0,JXP0Suspension RHF,JXP0STRU .SUGR.SG02,JXP0Suspension RHF,7201 - SUSPENSION CYLINDER,RF - RIGHT FRONT,7201RF
777F,JRP00353,20496989,3356354X,SUSPENSION;CAT;335-6,EA,1,5052234,06D11 C/O Suspension LHR,50296551,06D11 C/O Suspension LHR,STRU .SUGR.SG03,06D11,C/O,Suspension LHR,JRP0,JRP0Suspension LHR,JRP0STRU .SUGR.SG03,JRP03356354XSuspension LHR,7213 - REAR SUSPENSION CYLINDER,LR - LEFT REAR,7213LR
777F,JRP00353,20496989,3356354X,SUSPENSION;CAT;335-6,EA,1,5052234,06D11 C/O Susp & Lat Control Rod RHR,50296553,06D11 C/O Suspension RHR,STRU .SUGR.SG04,06D11,C/O,Suspension RHR,JRP0,JRP0Suspension RHR,JRP0STRU .SUGR.SG04,JRP03356354XSuspension RHR,7213 - REAR SUSPENSION CYLINDER,RR - RIGHT REAR,7213RR
777F,JXP00197,20496989,3356354X,SUSPENSION;CAT;335-6,EA,1,138017,06R527 C/O Susp & Lat Control Rod RHR,50343665,06R527 C/O Suspension RHR,STRU .SUGR.SG04,06R527,C/O,Suspension RHR,JXP0,JXP0Suspension RHR,JXP0STRU .SUGR.SG04,JXP03356354XSuspension RHR,7213 - REAR SUSPENSION CYLINDER,RR - RIGHT REAR,7213RR
777F,JXP00197,20496989,3356354X,SUSPENSION;CAT;335-6,EA,1,138017,06D55 C/O Suspension LHR,50364283,06D55 C/O Suspension LHR,STRU .SUGR.SG03,06D55,C/O,Suspension LHR,JXP0,JXP0Suspension LHR,JXP0STRU .SUGR.SG03,JXP03356354XSuspension LHR,7213 - REAR SUSPENSION CYLINDER,LR - LEFT REAR,7213LR
777G,T4Y00117,20589516,3507671X,ENGINE;SX;CAT;350767,EA,1,156072,06D58 Engine,50432302,06D58 C/O Engine,ENGD,06D58,C/O,Engine,T4Y0,T4Y0Engine,T4Y0ENGD,T4Y03507671XEngine,1000 - ENGINE,00 - (NONE),100000
777G,T4Y00117,20492970,20R3180,TURBOCHARGER;CAT;20R,EA,1,156082,06D58 Engine,50432304,06D58 C/O Turbocharger LH,ENGD .TURB.TC01,06D58,C/O,Turbocharger LH,T4Y0,T4Y0Turbocharger LH,T4Y0ENGD .TURB.TC01,T4Y020R3180Turbocharger LH,1052 - TURBOCHARGER,LT - LEFT,1052LT
777G,T4Y00117,20492971,20R3182,TURBOCHARGER;CAT;20R,EA,1,156083,06D58 Engine,50432305,06D58 C/O Turbocharger RH,ENGD .TURB.TC02,06D58,C/O,Turbocharger RH,T4Y0,T4Y0Turbocharger RH,T4Y0ENGD .TURB.TC02,T4Y020R3182Turbocharger RH,1052 - TURBOCHARGER,RI - RIGHT,1052RI
777G,T4Y00117,21124607,6470750,INJECTOR FUEL;CAT;64,EA,12,156079,06D58 Engine,50433305,06D58 C/O Fuel Injectors,,06D58,C/O,Fuel Injectors,T4Y0,T4Y0Fuel Injectors,T4Y0NO MATCH,T4Y06470750Fuel Injectors,1251 - FUEL INJECTION PUMP,00 - (NONE),125100
777G,T4Y00117,20589073,2955171F,RADIATOR;CAT;2955171,EA,1,156074,06D58 C/O Engine Radiator,50432992,06D58 C/O Engine Radiator,ENGD .ENCS.RADI,06D58,C/O,Engine Radiator,T4Y0,T4Y0Engine Radiator,T4Y0ENGD .ENCS.RADI,T4Y02955171FEngine Radiator,1353 - RADIATOR,00 - (NONE),135300
777G,T4Y00117,20555562,20R1859,"PUMP,WATER;RM;CAT;20",EA,1,156084,06D58 Engine,50433304,06D58 C/O Water Pump Main,ENGD .WAPU.WP01,06D58,C/O,Water Pump Main,T4Y0,T4Y0Water Pump Main,T4Y0ENGD .WAPU.WP01,T4Y020R1859Water Pump Main,1361 - WATER PUMP,00 - (NONE),136100
